blast_temp,coke_rate,pci_rate,oxygen_enrichment,air_flow,burden_iron_ore,moisture,hot_metal_output,fuel_consumption,thermal_efficiency
1012.3620356542087,355.5398786515859,139.2558525603859,4.690811976835592,4143.991756567186,67.87271040554884,3.593027816311288,2820.0545625984664,430.3789025348801,68.33601946113818
1185.2142919229748,462.5702842135074,137.04681986079999,5.186725588765489,4610.864658599972,69.46871318750043,1.689545448420665,2864.262104680999,462.119500329473,71.16947049331203
1119.5981825434214,561.8837507629225,235.9381870781555,3.001871595169996,4520.321859580318,77.09094786404361,4.48957825341926,2757.8235798549017,521.8591865381487,55.19368375469361
1079.597545259111,519.6674659228684,137.4319299774259,4.499496398427995,3307.7998093875476,66.80008772119784,3.452464956276966,2755.8648498553266,514.943891537763,59.15761248388542
946.8055921327309,541.9683443584349,140.79245891929466,4.286983932574994,3298.4989394829477,77.39299369624342,1.628815534227817,2716.648809776905,522.2110360267476,53.30798404001726
946.7983561008608,497.6350100132152,213.90973936269455,5.331321507153085,3536.3487354898266,61.76268861953383,4.849352229924827,2715.800173115334,526.0558881807382,47.660390574690716
917.4250836504598,507.68296935535574,167.460976367581,5.624348241925042,3722.1494526820743,75.5359687441726,3.0734618533412825,2741.2945051564343,507.682711352668,53.05105876846507
1159.8528437324806,554.7586954695958,216.5065835432772,2.0486270859095472,3816.9111628169653,76.95095266109473,1.29159380748662,2793.3781257796513,569.1730649023946,62.910379330762275
1080.3345035229627,374.90040265775576,109.80492363465778,4.69607967623517,4359.39443366669,63.63635305674678,3.507331617660269,2816.4529550787533,418.10885348157353,66.70129445264612
1112.4217733388136,446.82748909294213,173.13567905100763,2.207343196478916,3113.3608643316707,68.60693064744402,2.012795628051241,2806.2674990477108,487.11084680171564,56.371511864517345
906.1753482887407,366.3628325458807,105.04204002749239,4.195434660309424,3069.3454084521327,63.309995493273114,4.21477380750921,2785.336978315845,405.83016935100216,54.3828593562558
1190.9729556485984,596.300402398994,109.39798051830317,3.150530916174713,3783.821125887818,74.13208257988435,4.271288294264762,2811.7957310178817,537.6864397446426,60.18051151722702
1149.7327922401264,583.2178019059841,235.96561800166165,3.227106398088565,4394.327384275961,70.70695536123313,4.915789423418648,2781.9868044577897,576.059439706313,58.121553337210194
963.7017332034828,311.82804341055174,120.88680566763927,3.4118340138094263,3386.870685912965,72.70646693416643,3.007478124098015,2803.423870990276,368.56643918531023,51.14265129182171
954.5474901621302,511.67255175470655,179.86310234128257,4.4851697961984405,4283.008962512504,63.929739339124225,2.8198275189109485,2761.9299103373373,523.4690773914385,60.03499615742014
955.0213529560301,577.5744952246998,161.664340390106,3.336199862675077,3519.656275880599,64.2349172410484,4.0139024217859225,2699.543358066661,562.1459783995051,50.93550502130255
991.2726728878613,354.17260353820006,152.1014989388264,4.930796202361122,4772.172217627032,60.82994651019813,1.5298826253677063,2829.3212065700463,426.4382065598926,66.39592117951155
1057.4269294896712,470.3835691657888,234.97500185309087,3.6181095422954788,4791.379888533233,66.4413507039146,3.187662055172497,2789.110853515882,524.1789966987632,63.015337743391036
1029.5835055926348,574.6464892764126,103.27350951632343,2.2734128012398345,3594.574408562653,71.1948932266735,3.1849904005234038,2750.8105544479536,518.1380530104258,51.17039148232575
987.3687420594126,310.1837935757396,199.56845292633835,5.135039369936429,3459.987507926481,77.15869827994658,1.3578924912415489,2862.551788865038,421.3273633281923,57.700525389458534
1083.5558684167138,509.22608017405196,244.50916513203256,3.143033298370824,3822.6079441324628,73.33854894917361,2.6719363420276543,2762.301209714456,527.6062999519827,58.16533590448239
941.8481581956125,389.2047022117652,184.02522751927629,3.7310675183970505,3481.0631703602976,68.70792646799502,4.413139194268808,2757.3219439203617,462.0587652221687,47.68091938687876
987.6433945605654,577.318858612959,240.52336930496378,4.741775532887607,4344.767686583407,79.06240228788275,4.424614487978641,2701.30296062057,569.2800173848702,53.60182607326963
1009.9085529881075,591.3174735496103,107.83868189290357,3.329824628594848,4652.129369096571,74.38490401151664,1.396950659678724,2766.022766618221,514.1927814712685,57.18881717835104
1036.8209952651107,583.2799467340301,162.81899786112422,2.2263426245868625,4346.184261822435,78.603304057251,1.3628835309913234,2788.588498729384,553.984813489509,59.13913349919102
1135.5527884179041,442.26426499723914,139.0236686443077,3.4956841880512544,4648.700894498699,70.55175946544331,2.050781908007741,2870.1725234922965,409.90361272638376,68.60967114058936
959.9021346475079,558.612795296794,209.62314474710945,5.777794330777214,3793.9843244149483,65.17808549586279,4.499064250215974,2743.1753709458276,532.7255183583536,55.41402360170839
1054.2703315240835,553.3648195605211,247.194563574587,4.566937589194232,3312.633941417722,61.056533727294436,1.5156103402939958,2751.9791023132793,571.7391240702774,59.77045294705522
1077.7243706586128,395.7301419729767,138.47950936663716,4.685916594668828,4475.9018947951845,74.52169702967701,3.879987210509785,2819.0492255651548,425.41005077150504,69.76507242072073
913.9351238159993,548.6746422452032,198.1261902211112,4.52912861455056,3720.949010283108,62.426059960110685,1.4046624784524129,2674.0629289790427,545.1627229967673,52.31422941725456
1082.2634555704315,311.10229041464777,129.71464491396102,2.795968555837747,4342.5416504582645,66.05550256543934,3.4925514149913015,2891.981592541999,348.38701783969896,67.36815463458949
